id,reason,title,body,how,title-length,body-length
18034576,DISCREPANCY,Images not loading from assets folder using Universal Image Loader,"I do exactly what this guy suggests which is exactly the same as the creator of the Universal Image Loader, but I still get this error:    What should I look for to ensure that the images are recognised?  I use it like this:    This is my configuration:    What am I doing wrong or missing? ",What am I doing wrong or missing,66,291
18034576,ERRORS,Images not loading from assets folder using Universal Image Loader,"I do exactly what this guy suggests which is exactly the same as the creator of the Universal Image Loader, but I still get this error:    What should I look for to ensure that the images are recognised?  I use it like this:    This is my configuration:    What am I doing wrong or missing? ",I still get this error,66,291
18224686,DISCREPANCY,Installing phonegap app to android emulator using windows CLI,"I'm trying to install my Phonegap application onto an Android AVDEmulator.  I have launched the AVD and it's registering as 5554:Nexus_S.  When using the Phonegap commands at the Windows prompt I am typing:    The output I get says it successfully installed the app onto the device, but it never shows up.  This is the output of the install command:    I've tried variations of targeting the device using options with no luck:    Any ideas? ",I've tried variations of,61,441
18244119,DISCREPANCY,Android updating wrong contacts,"I'm trying to make my app update some contacts but it's updating the wrong people. I get the contact Name, Number and Raw Id. Then if it is true to my if I change his number and update it by his Raw ID. That's my code:    And that's the update method:    What am I doing wrong? ",What am I doing wrong?,31,278
18244119,DISCREPANCY,Android updating wrong contacts,"I'm trying to make my app update some contacts but it's updating the wrong people. I get the contact Name, Number and Raw Id. Then if it is true to my if I change his number and update it by his Raw ID. That's my code:    And that's the update method:    What am I doing wrong? ",I'm trying to,31,278
18244119,DISCREPANCY,Android updating wrong contacts,"I'm trying to make my app update some contacts but it's updating the wrong people. I get the contact Name, Number and Raw Id. Then if it is true to my if I change his number and update it by his Raw ID. That's my code:    And that's the update method:    What am I doing wrong? ",I'm trying to,31,278
18244119,DISCREPANCY,Android updating wrong contacts,"I'm trying to make my app update some contacts but it's updating the wrong people. I get the contact Name, Number and Raw Id. Then if it is true to my if I change his number and update it by his Raw ID. That's my code:    And that's the update method:    What am I doing wrong? ",but it's updating the wrong,31,278
18271836,API_USAGE,Android how to access database,My App has a database. Now I would like to copy the database for backup to standard user folder or SD Card. In Eclipse I find it at datadatadatabase - but where is the database on the real device? ,how to,30,197
18338770,API_USAGE,in android how to load video current position?,"I've got a simple videoview that plays a video. I'm trying to get it to play smoothly and not rebuffer or restart the Activity upon orientation change from portrait to landscape. Here's the video code:    And I think to make the video play smoothly on orientation change I have to get the video's current position, then load that current position when the orientation change happens. So I have the code to get the video position:    But now I can't figure out what the code would be to load the video position here:    Any ideas? Or am I doing this totally wrong? ",how to,46,564
18338770,REVIEW,in android how to load video current position?,"I've got a simple videoview that plays a video. I'm trying to get it to play smoothly and not rebuffer or restart the Activity upon orientation change from portrait to landscape. Here's the video code:    And I think to make the video play smoothly on orientation change I have to get the video's current position, then load that current position when the orientation change happens. So I have the code to get the video position:    But now I can't figure out what the code would be to load the video position here:    Any ideas? Or am I doing this totally wrong? ",am I doing this totally wrong?,46,564
18338986,API_USAGE,parsing data into Textviews in android,"Parsing the simple data to textviews asynchronously   Trying to parse JSON to the three text views but getting error I am applying Asynchronous way of parsing I have used collection hashmap to store data   Any Ideas on how to successfully parse the JSON to the Textviews  Thanks,    MainActivity.java    log    UPDATE After adding internet permission  No errors in error log  But i cannot populate the remaining two text views    activity_main.xml   ",how to,38,450
18353064,API_USAGE,Where do I add my intent-filter in AndroidManifest.xml?,"Here is what I am trying to set up: My Android app requires email confirmation. They register using my app, and then an email is sent to them with a link. I want to have that link open the app directly, but I've been told it's better to have the link open page on my web site that in turn opens the app using a redirect. The link also sends the user's email address and a verification code.  Okay, so, do that, my understanding is that I need to add this code to my AndroidManifest.xml where MYAPP is the name of my web site:    And then my web site has a page with this in the  where MYAPP is the name of my app:    It's not working, and I'm possibly making multiple mistakes.  First question is, where does my  go? I've only read that it goes within the  tags, but in my AndroidManifest.xml, I have two  tags:    I tried adding my  in one, but that doesn't seem to work:    Where do I put my ?  Is the rest of my code, especially my redirect URL, okay?  Please note I am a beginner and I am using Phonegap to build this app, so please do not assume I know a great deal about Android app development. Thanks for your understanding. ",Where do I add,55,1133
18353064,API_USAGE,Where do I add my intent-filter in AndroidManifest.xml?,"Here is what I am trying to set up: My Android app requires email confirmation. They register using my app, and then an email is sent to them with a link. I want to have that link open the app directly, but I've been told it's better to have the link open page on my web site that in turn opens the app using a redirect. The link also sends the user's email address and a verification code.  Okay, so, do that, my understanding is that I need to add this code to my AndroidManifest.xml where MYAPP is the name of my web site:    And then my web site has a page with this in the  where MYAPP is the name of my app:    It's not working, and I'm possibly making multiple mistakes.  First question is, where does my  go? I've only read that it goes within the  tags, but in my AndroidManifest.xml, I have two  tags:    I tried adding my  in one, but that doesn't seem to work:    Where do I put my ?  Is the rest of my code, especially my redirect URL, okay?  Please note I am a beginner and I am using Phonegap to build this app, so please do not assume I know a great deal about Android app development. Thanks for your understanding. ",Where do I put,55,1133
18353064,DISCREPANCY,Where do I add my intent-filter in AndroidManifest.xml?,"Here is what I am trying to set up: My Android app requires email confirmation. They register using my app, and then an email is sent to them with a link. I want to have that link open the app directly, but I've been told it's better to have the link open page on my web site that in turn opens the app using a redirect. The link also sends the user's email address and a verification code.  Okay, so, do that, my understanding is that I need to add this code to my AndroidManifest.xml where MYAPP is the name of my web site:    And then my web site has a page with this in the  where MYAPP is the name of my app:    It's not working, and I'm possibly making multiple mistakes.  First question is, where does my  go? I've only read that it goes within the  tags, but in my AndroidManifest.xml, I have two  tags:    I tried adding my  in one, but that doesn't seem to work:    Where do I put my ?  Is the rest of my code, especially my redirect URL, okay?  Please note I am a beginner and I am using Phonegap to build this app, so please do not assume I know a great deal about Android app development. Thanks for your understanding. ",I tried,55,1133
18353064,DISCREPANCY,Where do I add my intent-filter in AndroidManifest.xml?,"Here is what I am trying to set up: My Android app requires email confirmation. They register using my app, and then an email is sent to them with a link. I want to have that link open the app directly, but I've been told it's better to have the link open page on my web site that in turn opens the app using a redirect. The link also sends the user's email address and a verification code.  Okay, so, do that, my understanding is that I need to add this code to my AndroidManifest.xml where MYAPP is the name of my web site:    And then my web site has a page with this in the  where MYAPP is the name of my app:    It's not working, and I'm possibly making multiple mistakes.  First question is, where does my  go? I've only read that it goes within the  tags, but in my AndroidManifest.xml, I have two  tags:    I tried adding my  in one, but that doesn't seem to work:    Where do I put my ?  Is the rest of my code, especially my redirect URL, okay?  Please note I am a beginner and I am using Phonegap to build this app, so please do not assume I know a great deal about Android app development. Thanks for your understanding. ",but that doesn't seem to work,55,1133
18353064,REVIEW,Where do I add my intent-filter in AndroidManifest.xml?,"Here is what I am trying to set up: My Android app requires email confirmation. They register using my app, and then an email is sent to them with a link. I want to have that link open the app directly, but I've been told it's better to have the link open page on my web site that in turn opens the app using a redirect. The link also sends the user's email address and a verification code.  Okay, so, do that, my understanding is that I need to add this code to my AndroidManifest.xml where MYAPP is the name of my web site:    And then my web site has a page with this in the  where MYAPP is the name of my app:    It's not working, and I'm possibly making multiple mistakes.  First question is, where does my  go? I've only read that it goes within the  tags, but in my AndroidManifest.xml, I have two  tags:    I tried adding my  in one, but that doesn't seem to work:    Where do I put my ?  Is the rest of my code, especially my redirect URL, okay?  Please note I am a beginner and I am using Phonegap to build this app, so please do not assume I know a great deal about Android app development. Thanks for your understanding. ","Is the rest of my code, especially my redirect URL, okay?",55,1133
18374115,API_USAGE,how to get the full path of sdcard directory in android phonegap with javascript?,"I am using PhoneGap 2.8.0 for android app.  Need to get the full path of sdcard using javascript in phonegap, because in my mobile it shows the location as file:sdcardexternal_sdcard but in my friend mobile its shows file:mntexternal_sdcard...  my folder name is App_files in sdcard ",how to,81,283
18474543,API_USAGE,Two textview results in one activity,i am developing an android application in which 5 calculations are there according to the input of user... and these 5 calculations result has to be displayed through textviews in another activity... I did half code.. in which one result is diplayed in the second activity by textview but i am in confusion about how to do the other 4 calculations throufgh other textviews...    Second Activity  result.java   ,how to do,36,410
18535843,CONCEPTUAL,What is exact use of Android Service?,What is the cons of using Thread instead of using Android Service in an App for long running task. What will happen if I don't use Android Service for long running task? ,What is exact use of,37,170
18535843,CONCEPTUAL,What is exact use of Android Service?,What is the cons of using Thread instead of using Android Service in an App for long running task. What will happen if I don't use Android Service for long running task? ,What is the cons of using,37,170
18535843,CONCEPTUAL,What is exact use of Android Service?,What is the cons of using Thread instead of using Android Service in an App for long running task. What will happen if I don't use Android Service for long running task? ,What will happen if I don't use,37,170
18538513,API_USAGE,How to detect screen pressure on android?,I want to get the pressure of the screen. When ill run the application displaying me a message  I have another question when ill get the pressure of the screen does its possible to convert in a weigh grams with some math or physic ? Here is the code i have:  EDIT: I'm running this application on tablet    Error logs :   ,How to,41,322
18538513,ERRORS,How to detect screen pressure on android?,I want to get the pressure of the screen. When ill run the application displaying me a message  I have another question when ill get the pressure of the screen does its possible to convert in a weigh grams with some math or physic ? Here is the code i have:  EDIT: I'm running this application on tablet    Error logs :   ,Error logs,41,322
18538513,ERRORS,How to detect screen pressure on android?,I want to get the pressure of the screen. When ill run the application displaying me a message  I have another question when ill get the pressure of the screen does its possible to convert in a weigh grams with some math or physic ? Here is the code i have:  EDIT: I'm running this application on tablet    Error logs :   ,FATAL EXCEPTION,41,322
18538513,ERRORS,How to detect screen pressure on android?,I want to get the pressure of the screen. When ill run the application displaying me a message  I have another question when ill get the pressure of the screen does its possible to convert in a weigh grams with some math or physic ? Here is the code i have:  EDIT: I'm running this application on tablet    Error logs :   ,java.lang.NullPointerException,41,322
18555931,ERRORS,Display WebP image on Android 2.x with libwebp and NDK,"I'd like to display webp image on older Android platforms. I tries these steps:   Download latest Android SDK and NDK package. Add NDK path to system environment path and set it in Eclipse preferences. Create new Android project in Eclipse Right click on project folder,  -> , confirm default name. Download , extract to project Add  and  method to main , codes come from WebP for Android Add comes with libwebp source to java build path and . <ol>  And I got these errors when try to use : delete unnecessary timepackage name    I also tried add comes with libwebp source to   and  -> , got same error.  Or, is there any prebuilt files I can easily add to my project? ",I got these errors,54,669
18555931,ERRORS,Display WebP image on Android 2.x with libwebp and NDK,"I'd like to display webp image on older Android platforms. I tries these steps:   Download latest Android SDK and NDK package. Add NDK path to system environment path and set it in Eclipse preferences. Create new Android project in Eclipse Right click on project folder,  -> , confirm default name. Download , extract to project Add  and  method to main , codes come from WebP for Android Add comes with libwebp source to java build path and . <ol>  And I got these errors when try to use : delete unnecessary timepackage name    I also tried add comes with libwebp source to   and  -> , got same error.  Or, is there any prebuilt files I can easily add to my project? ",java.lang.UnsatisfiedLinkError,54,669
18555931,ERRORS,Display WebP image on Android 2.x with libwebp and NDK,"I'd like to display webp image on older Android platforms. I tries these steps:   Download latest Android SDK and NDK package. Add NDK path to system environment path and set it in Eclipse preferences. Create new Android project in Eclipse Right click on project folder,  -> , confirm default name. Download , extract to project Add  and  method to main , codes come from WebP for Android Add comes with libwebp source to java build path and . <ol>  And I got these errors when try to use : delete unnecessary timepackage name    I also tried add comes with libwebp source to   and  -> , got same error.  Or, is there any prebuilt files I can easily add to my project? ",got same error.,54,669
18555931,CONCEPTUAL,Display WebP image on Android 2.x with libwebp and NDK,"I'd like to display webp image on older Android platforms. I tries these steps:   Download latest Android SDK and NDK package. Add NDK path to system environment path and set it in Eclipse preferences. Create new Android project in Eclipse Right click on project folder,  -> , confirm default name. Download , extract to project Add  and  method to main , codes come from WebP for Android Add comes with libwebp source to java build path and . <ol>  And I got these errors when try to use : delete unnecessary timepackage name    I also tried add comes with libwebp source to   and  -> , got same error.  Or, is there any prebuilt files I can easily add to my project? ",is there any prebuilt files ,54,669
18604876,ERRORS,"Want to convert a date from the format""dd-mmm-yyyy"" to ""yyyy-mm-dd"". And here is my code","I Want to convert a date from the format""dd-mmm-yyyy"" to ""yyyy-mm-dd"". And here is my code.    But the problem is it showing a nullpointer exception . And i am not able to understand the mistake. Please if someone can help ? ",is it showing a nullpointer exception,88,225
18623604,API_USAGE,Animating the edittext,"I'm new to animation stuff, I'm trying to get a edittext on clicking a button, all I wanted is when I click the button it should expand its width slowlyapprox 2000ms from 0, I tried scaleAnimation but it was not helpful.   I have seen many examples from stackoverflow but couldn't figure out how to do that.  How to achieve this? ",How to achieve this?,22,330
18623604,API_USAGE,Animating the edittext,"I'm new to animation stuff, I'm trying to get a edittext on clicking a button, all I wanted is when I click the button it should expand its width slowlyapprox 2000ms from 0, I tried scaleAnimation but it was not helpful.   I have seen many examples from stackoverflow but couldn't figure out how to do that.  How to achieve this? ",how to do,22,330
18923079,CONCEPTUAL,Google Play Game Services - Custom Notification  Welcome Back,"I have been looking all over the internet, but can't find my answer.  Is there a way to show the user that they are signed in to the GPGS.  The first time you sign in you'll get a notification, what will say ""Welcome < name >"" But when you open the app the next time nothing is shown. Is there a way to show a Welcome Back notification? For iOS it is possible: noted just above Step 9: https:developers.google.comgamesservicesiosquickstart?hl=en#step_9_add_a_sign-out_button  Any ideas? ",Is there a way to,61,487
18923079,CONCEPTUAL,Google Play Game Services - Custom Notification  Welcome Back,"I have been looking all over the internet, but can't find my answer.  Is there a way to show the user that they are signed in to the GPGS.  The first time you sign in you'll get a notification, what will say ""Welcome < name >"" But when you open the app the next time nothing is shown. Is there a way to show a Welcome Back notification? For iOS it is possible: noted just above Step 9: https:developers.google.comgamesservicesiosquickstart?hl=en#step_9_add_a_sign-out_button  Any ideas? ",Is there a way to,61,487
19177996,DISCREPANCY,Display ProgressDialog in ListFragment,"I have a ListFragment with a custom ListView. In ""onCreateView"" I'm inflating the view: . Now in ""onActivityCreated"" I'm setting the adapter and downloading some data like this:      Downloadiing takes its time and the user only see a white page with an ActionBar. This is very bad, so I added a ProgressDialog:          But the ProgressDialog isn't shown. What exactly is the problem? I've inflated the view before showing the dialog...  Thanks! ",What exactly is the problem?,38,447
19217175,API_USAGE,How to add image in table row programmatically?,I am developing an android app. I need to populate my list with images. I want to insert image in table layout row by row using array. Can you guide me how to do it? Thank you. ,How to,47,177
19217175,API_USAGE,How to add image in table row programmatically?,I am developing an android app. I need to populate my list with images. I want to insert image in table layout row by row using array. Can you guide me how to do it? Thank you. ,how to do it?,47,177
19219924,API_USAGE,"Same custom list on both tabs using TabHost, but different data","I have used TabHost to display 2 tabs. On one of the tabs, there is a custom list.  I don't know how to display the same custom list on the other tab, but with different data. I have placed a ListView in the other tab too. But what to do after that? Do I need to write the whole code again? Or do I need to override the OnTabChangedListener method. XML:    The Code:    After this there is a subclass which extends  for the custom list. I have not displayed that part. ",how to,63,469
19298048,API_USAGE,Android. Custom Intent chooser,"I wonder, is there any way to choose behavior using Intent.createChooser method? For example, I have an image, which I would like send by e-mail, if it's chosen first option. And on second option I'd like to send sms with the link on this image  For which I'll need complex actions - upload image to the sever, retrieve download link, which I'd like to be in the sms and paste it to the sms  Could you possibly come up with any suggestion, what should I do to accomplish the second task?  I believe I can send an e-mail with image with something like this:    UPD: I realized, that what I truly needed is to intercept the user click, if the sms was chosen in intent chooser. So, the question is how it might be accomplished? ",how it might be accomplished,30,725
19298048,CONCEPTUAL,Android. Custom Intent chooser,"I wonder, is there any way to choose behavior using Intent.createChooser method? For example, I have an image, which I would like send by e-mail, if it's chosen first option. And on second option I'd like to send sms with the link on this image  For which I'll need complex actions - upload image to the sever, retrieve download link, which I'd like to be in the sms and paste it to the sms  Could you possibly come up with any suggestion, what should I do to accomplish the second task?  I believe I can send an e-mail with image with something like this:    UPD: I realized, that what I truly needed is to intercept the user click, if the sms was chosen in intent chooser. So, the question is how it might be accomplished? ",is there any way to,30,725
19337406,API_USAGE,"Download data from website, that requires login, with service","I'm building an application for a website that requires login. I have already implemented functionality that allows the user to login and data is downloaded and displayed.  I have to use a service that will poll the server every half hour and check if new data is available. I have a few design issues and not sure what the best way to implement this is.   If the session id expires, how should I hande this in the service?  The user is able to manually update the application, which means the same data can be downloaded twice. How should I avoid this? When the user updates it's done in a asynctask from the same activity. Should I switch this to be done in a service as well? <ol> ",how should I,61,684
19337406,API_USAGE,"Download data from website, that requires login, with service","I'm building an application for a website that requires login. I have already implemented functionality that allows the user to login and data is downloaded and displayed.  I have to use a service that will poll the server every half hour and check if new data is available. I have a few design issues and not sure what the best way to implement this is.   If the session id expires, how should I hande this in the service?  The user is able to manually update the application, which means the same data can be downloaded twice. How should I avoid this? When the user updates it's done in a asynctask from the same activity. Should I switch this to be done in a service as well? <ol> ",How should I,61,684
19425220,API_USAGE,how to set textview dynamically according to numbers of strings,  I am getting list of phone companies from web service and i have to set it to textview but the problem is i am not getting alignment as above image.How to achieve it. ,how to,63,169
19425220,API_USAGE,how to set textview dynamically according to numbers of strings,  I am getting list of phone companies from web service and i have to set it to textview but the problem is i am not getting alignment as above image.How to achieve it. ,How to achieve it,63,169
19511610,API_USAGE,camera intent auto rotate to 90 degree,"In my code below, I am trying to take photo using native camera and upload to server but when I take it as portrait and view it in gallery as landscape which means, its rotated to 90 degree. Pls help :-    How can I rotate the image before saving to SD card? ",How can I,38,259
19537081,API_USAGE,How to transmit a value from Service to Activity?,"I am developing an application where I have to connect to Bluetooth device on Android 4.3.  I have two java file,one is the  another one is .   I call the function in BluetoothLeService.java, and I want it return the rssi value to DeviceControl.java.  I use  in DeviceControl.java, and it will receive the value from rssi in BluetoothLeService.java.  But it always show the value is null in DeviceControl.java.  Why the value of mRssi is null??  This is the function in BluetoothLeService.java    And the code in DeviceControl.java  ????    EDIT  the code in BluetoothLeService.java modify the code of onReadRemoteRssi and broadcastUpdate.  the code in DeviceControl.java add the code of receive value from intent in onReceive  I see the log from log file, it has show the log message at broadcastUpdate function in BluetoothLeService.java like the following:    But I didn't saw any log about action = EXTRAS_DEVICE_RSSI. I don't know is the sendBroadcast doesn't send or the onReceive doesn't called ??? ",How to,49,1006
19537081,DISCREPANCY,How to transmit a value from Service to Activity?,"I am developing an application where I have to connect to Bluetooth device on Android 4.3.  I have two java file,one is the  another one is .   I call the function in BluetoothLeService.java, and I want it return the rssi value to DeviceControl.java.  I use  in DeviceControl.java, and it will receive the value from rssi in BluetoothLeService.java.  But it always show the value is null in DeviceControl.java.  Why the value of mRssi is null??  This is the function in BluetoothLeService.java    And the code in DeviceControl.java  ????    EDIT  the code in BluetoothLeService.java modify the code of onReadRemoteRssi and broadcastUpdate.  the code in DeviceControl.java add the code of receive value from intent in onReceive  I see the log from log file, it has show the log message at broadcastUpdate function in BluetoothLeService.java like the following:    But I didn't saw any log about action = EXTRAS_DEVICE_RSSI. I don't know is the sendBroadcast doesn't send or the onReceive doesn't called ??? ",Why the value of mRssi is null?,49,1006
19607067,API_USAGE,How to have a textview with DIGITAL characters,with android studio I have a textview that is the text of my countdown timer. I want to have that text view with digital characters. Can you help me? ,How to,46,150
19651782,CONCEPTUAL,Can I create custom keybord in Malayalam LanguageLanguage in India,"I need to create a customized keyboard,which should display letters in MalayalamLanguage using in India.I know custom keyboard which contain English and letters are quite essay.But trying to add other languages like Malayalam it not displaying any data.I refer some example programs  https:github.comalanszlosekandroid-keyboard  https:github.comalanszlosekandroid-keyboard  http:tutorials-android.blogspot.in201106create-your-own-custom-keyboard-for.html -this tutorial help me a lot.But when I inserting Malayalam Letters it showing squares only,not displaying proper letter.     please help me....thanks  ",Can I create,66,607
19839247,API_USAGE,How do I pass a uuid in an intent?,"I'd like to pass a UUID identifying an object in an ArrayList to an intent, so that the recieving activity can find the object in the Arraylist using the id.  Is this possible, or is there a better way to achieve the same result? ",How do I,34,230
19839247,REVIEW,How do I pass a uuid in an intent?,"I'd like to pass a UUID identifying an object in an ArrayList to an intent, so that the recieving activity can find the object in the Arraylist using the id.  Is this possible, or is there a better way to achieve the same result? ",is there a better way to,34,230
19839247,CONCEPTUAL,How do I pass a uuid in an intent?,"I'd like to pass a UUID identifying an object in an ArrayList to an intent, so that the recieving activity can find the object in the Arraylist using the id.  Is this possible, or is there a better way to achieve the same result? ",Is this possible,34,230
19897628,API_USAGE,Need to handle uncaught exception and send log file,"UPDATE: Please see ""accepted"" solution below  When my app creates an unhandled exception, rather than simply terminating, I'd like to first give the user an opportunity to send a log file.  I realize that doing more work after getting a random exception is risky but, hey, the worst is the app finishes crashing and the log file doesn't get sent.  This is turning out to be trickier than I expected :    What works: 1 trapping the uncaught exception, 2 extracting log info and writing to a file.  What doesn't work yet: 3 starting an activity to send email.  Ultimately, I'll have yet another activity to ask the user's permission.  If I get the email activity working, I don't expect much trouble for the other.  The crux of the problem is that the unhandled exception is caught in my Application class.  Since that isn't an Activity, it's not obvious how to start an activity with Intent.ACTION_SEND.  That is, normally to start an activity one calls startActivity and resumes with onActivityResult.  These methods are supported by Activity but not by Application.  Any suggestions on how to do this?  Here are some code snips as a starting guide:   ",how to do this,51,1152
19921219,ERRORS,I can't find the error,  ----LOGCAT---   ,error,22,18
19921219,ERRORS,I can't find the error,  ----LOGCAT---   ,FATAL EXCEPTION,22,18
19921219,ERRORS,I can't find the error,  ----LOGCAT---   ,java.lang.RuntimeException,22,18
19921219,ERRORS,I can't find the error,  ----LOGCAT---   ,java.lang.NullPointerException,22,18
19950974,DISCREPANCY,Unable to get phone number in android,"I am trying to read the phone number in android. I've tried with these codes, but i couldn't get the number.Every one is suggesting this code only,but its not working why?  Suggestions please  Thanks for your precious time!...  MainActvity.java    Manifest.xml   ",but its not working,37,263
19994635,API_USAGE,migrate to a older version of google API,"Eclipse shows that my Google API is 19 and platform is 4.4  i am getting some null pointer exceptions similar null pointer exceptions to other people in 4.4,IN other forums it is suggested to migrate to a previous versionsuspecting a bug with the current version how to migrate to a previous version ?? possibly to 4.2 with steps  please help   ",how to,40,345
20017840,API_USAGE,How to combine Navigation Drawer and Spinner [like in Google+ App],"I need your advice. In Google+ App for Android, there are two elements, that I don't know how to put together. One is ""Navigation Drawer"" and second is ""Action Bar Navigation Spinner"". Do you know how these two elements put together?   Thank you very much for your advice! P.S. I know, I'm lame : and I apologize for my English   ",How to,66,330
20167429,ERRORS,Force-Close when pressing back button,"I get an error if i press the Hardware-Back-Button in one of my Activitys and I cant figure out where the error lies Here is my code:    Here is my LogCat:    Does anybody see the error? I have no Idea Thanks in advance  EDIT:    I posted my onActivityResult, maybe the error is somewhere in there. ",get an error,37,299
20167429,ERRORS,Force-Close when pressing back button,"I get an error if i press the Hardware-Back-Button in one of my Activitys and I cant figure out where the error lies Here is my code:    Here is my LogCat:    Does anybody see the error? I have no Idea Thanks in advance  EDIT:    I posted my onActivityResult, maybe the error is somewhere in there. ",FATAL EXCEPTION,37,299
20167429,ERRORS,Force-Close when pressing back button,"I get an error if i press the Hardware-Back-Button in one of my Activitys and I cant figure out where the error lies Here is my code:    Here is my LogCat:    Does anybody see the error? I have no Idea Thanks in advance  EDIT:    I posted my onActivityResult, maybe the error is somewhere in there. ",java.lang.NullPointerException,37,299
20167429,ERRORS,Force-Close when pressing back button,"I get an error if i press the Hardware-Back-Button in one of my Activitys and I cant figure out where the error lies Here is my code:    Here is my LogCat:    Does anybody see the error? I have no Idea Thanks in advance  EDIT:    I posted my onActivityResult, maybe the error is somewhere in there. ",java.lang.RuntimeException,37,299
20256788,REVIEW,Android shared database development,Please give me some light regarding to this situation. I'm new in android development and I don't know how to handle this. I need to have my application to be install in many Android devices at least two device. Now I want both of them to share single database at the same time because there will be data to be process by one another. I'm a full pledge ASP.Net programmer so my mindset regarding this situation is to build a host device then the other one will connect to the same network as where the host is connected or is there any other way how this two can be connected then share the same database.  Thanks in Advance. ,is there any other way,35,626
20260416,API_USAGE,retrieve absolute path when select image from gallery kitkat android,"As I am supporting my app to Kitkat version, now in this the way of retrieve file from gallery was different.  I have preferred this Android Gallery on KitKat returns different Uri for Intent.ACTION_GET_CONTENT for retrieving file from gallery and successfully work but I required Absolute path of that file, I am getting   content:com.android.providers.media.documentsdocumentimage:2505   For 19 below version we used uri different by using that I am getting path this way    but in 19 version it will give me null value how to get absolute path of image file which was selected by user.  Thanks ",how to get,68,597
20260416,API_CHANGE,retrieve absolute path when select image from gallery kitkat android,"As I am supporting my app to Kitkat version, now in this the way of retrieve file from gallery was different.  I have preferred this Android Gallery on KitKat returns different Uri for Intent.ACTION_GET_CONTENT for retrieving file from gallery and successfully work but I required Absolute path of that file, I am getting   content:com.android.providers.media.documentsdocumentimage:2505   For 19 below version we used uri different by using that I am getting path this way    but in 19 version it will give me null value how to get absolute path of image file which was selected by user.  Thanks ",For 19 below version we used,68,597
20260416,API_CHANGE,retrieve absolute path when select image from gallery kitkat android,"As I am supporting my app to Kitkat version, now in this the way of retrieve file from gallery was different.  I have preferred this Android Gallery on KitKat returns different Uri for Intent.ACTION_GET_CONTENT for retrieving file from gallery and successfully work but I required Absolute path of that file, I am getting   content:com.android.providers.media.documentsdocumentimage:2505   For 19 below version we used uri different by using that I am getting path this way    but in 19 version it will give me null value how to get absolute path of image file which was selected by user.  Thanks ",but in 19 version it will give me null value,68,597
20314819,DISCREPANCY,AMR-NB support in javacv -> ffmpeg,"I am trying to use AMR_NB Codec in JavaCV Android but having problems:  This is the code i run:    Output: The mCodec is null but if I pass avcodec.AV_CODEC_ID_AAC than mCodec is not null  I am assuming that I have to recompile ffmpeg with --enable-libopencore-amrnb. So, I downloaded Android NDKr9+ffmpeg-2.0.2+last_stable_x264 and added them to javacv-cppjars folder, I have also installed opencore-amr library in usrlocal. In ffmpeg-2.0.2-android-arm.patch i added the --enable-libopencore-amrnb flag and run following command in terminal    The script runs but the libs are not generated and the jar is empty but if I remove the --enable-libopencore-amrnb flag back then the libs are generated successfully, Please advise what am I doing wrong? What should I do? Any help would be greatly appreciated!  by the way, I am using mac-osx  Thanks. ",what am I doing wrong?,34,847
20416927,API_USAGE,How to save Sqlite Data in Pdf format,"I have some set of sqlite data,i.e i have one table,and this table i am displying in      one activity.This record I have to save in pdf format and email to another person.If any one know to save data in pdf fromat so that I can  mail this pdf to whome whatever I want, then please suggest me.  Thanks in advance... ",How to,37,316
20428600,DISCREPANCY,The method setOnPageChangeListenerViewPager.SimpleOnPageChangeListener is undefined for the type Home.ImagePagerAdapter,This is my first experience building something with ViewPager and I need a bit of help. I'm attempting to implement a solution found here:  ViewPager.SimpleOnPageChangeListener Does Not Function  However when I attempt to do so - I end up with the following:     SOURCE:    EDIT:   ,I'm attempting to,119,282
20925284,REVIEW,Insert cities list inside a string-array in string.xml,"I'm working on app that includes 2 AutoCompleteTextView using a string-array in string.xml. Right now I succeed in using the this method by inserting inside string.xml a string array with some items.    The issue is that I would like to add a list of 1000 items, and I would like to know if it's optimal to pass that list and adding to each line a  pattern? ",if it's optimal to,54,358
21003902,API_USAGE,How to check if repeating alarm is active in android?,I saw a lot of questions and answers about it. I found that I can cancel the alarms using     The problem is when I check if the alarm is set. To check it I use:    But I always get  as result. The only way that I get  is when I cancel the .  Why is that? and How can I check only for alarm manager and not for pending intent?  EDIT: I did a little check and found that .cancel is working. But how can I check if the alarm is active or not? ,How to,53,441
21003902,API_USAGE,How to check if repeating alarm is active in android?,I saw a lot of questions and answers about it. I found that I can cancel the alarms using     The problem is when I check if the alarm is set. To check it I use:    But I always get  as result. The only way that I get  is when I cancel the .  Why is that? and How can I check only for alarm manager and not for pending intent?  EDIT: I did a little check and found that .cancel is working. But how can I check if the alarm is active or not? ,How can I,53,441
21003902,API_USAGE,How to check if repeating alarm is active in android?,I saw a lot of questions and answers about it. I found that I can cancel the alarms using     The problem is when I check if the alarm is set. To check it I use:    But I always get  as result. The only way that I get  is when I cancel the .  Why is that? and How can I check only for alarm manager and not for pending intent?  EDIT: I did a little check and found that .cancel is working. But how can I check if the alarm is active or not? ,how can I,53,441
21003902,API_USAGE,How to check if repeating alarm is active in android?,I saw a lot of questions and answers about it. I found that I can cancel the alarms using     The problem is when I check if the alarm is set. To check it I use:    But I always get  as result. The only way that I get  is when I cancel the .  Why is that? and How can I check only for alarm manager and not for pending intent?  EDIT: I did a little check and found that .cancel is working. But how can I check if the alarm is active or not? ,How to do this,53,441
